C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST06:17:40

Vmag< 11&dec >=0&rah >=17.5&rah< 17.75
--------------------------------------

Number of objects : 4781

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------
4548|TYC 2089-335-1                                                        |Star                           |17 44 27.8218610952 +28 13 56.537423256|052.8236500512922 +26.2057649685838|  -1.273 -8.021   |10.99    |~              |    ~     ~    
4549|TYC 2089-452-1                                                        |Star                           |17 43 19.5149204496 +29 52 42.726260496|054.4915222347913 +26.9452226780350|   -3.427 3.246   |10.80    |~              |    ~     ~    
4550|TYC 2089-675-1                                                        |Star                           |17 43 16.1145125232 +28 39 48.386521440|053.1902492049043 +26.5891758875170|-13.085 -28.563   |10.95    |~              |    ~     ~    
4551|TYC 2605-1005-1                                                       |Star                           |17 32 08.1011023128 +30 43 59.555325468|054.6382986433488 +29.5038721841050|    4.727 1.478   |10.86    |~              |    ~     ~    
4552|BD+30 3018                                                            |High Proper Motion Star        |17 33 57.2544200760 +30 52 27.423333480|054.9166757945236 +29.1668092086518| 65.494 -84.631   |10.34    |G8V            |    ~     ~    
4553|TYC 2606-719-1                                                        |Star                           |17 33 32.1429415680 +30 27 17.738885052|054.4267118951539 +29.1374481047809|  -10.229 4.098   |10.59    |~              |    ~     ~    
4554|TYC 2606-879-1                                                        |Star                           |17 33 46.4109146400 +30 28 04.949922396|054.4574348791471 +29.0918686223177|  0.577 -17.479   |10.83    |~              |    ~     ~    
4555|TYC 2606-1587-1                                                       |Star                           |17 40 43.3021208976 +31 29 37.319695440|056.0514356255640 +27.9481058549321| -10.397 -0.095   |10.70    |~              |    ~     ~    
4556|BD+31 3080                                                            |Star                           |17 41 45.8290958472 +31 29 23.394577128|056.1178847973501 +27.7338250087693|-15.827 -34.188   |9.43     |~              |    ~     ~    
4557|TYC 2607-1446-1                                                       |Star                           |17 44 22.6543920312 +30 44 12.443987652|055.4867635939934 +26.9815979265572|    5.090 5.227   |10.98    |~              |    ~     ~    
4558|TYC 2609-1586-1                                                       |Star                           |17 32 39.0925880952 +33 27 05.655661740|057.6955494930796 +30.1076240827852|    5.077 2.774   |10.32    |~              |    ~     ~    
4559|TYC 2609-1590-1                                                       |Star                           |17 30 06.9096730872 +33 18 17.533979604|057.3792471497203 +30.5844751720713|-10.439 -11.341   |10.71    |~              |    ~     ~    
4560|TYC 2609-1602-1                                                       |Star                           |17 32 15.6557435664 +33 04 04.635815016|057.2426294717049 +30.0907370322810|   2.951 29.834   |10.38    |~              |    ~     ~    
4561|TYC 2610-135-1                                                        |Star                           |17 37 49.4016699288 +32 25 58.509572412|056.8868028901112 +28.7964977598511|   2.554 -2.908   |10.81    |~              |    ~     ~    
4562|TYC 2610-1499-1                                                       |Star                           |17 38 42.1206393048 +33 15 48.160125396|057.8566060748558 +28.8379927648048| -0.707 -13.136   |10.99    |~              |    ~     ~    
4563|TYC 2610-1557-1                                                       |Star                           |17 34 18.9169527624 +33 12 26.796464316|057.5237063206636 +29.7099025882450|   0.717 -5.099   |10.35    |~              |    ~     ~    
4564|BD+32 2969                                                            |High Proper Motion Star        |17 41 45.1318945056 +32 13 20.334515124|056.9125663513712 +27.9405272908290| 10.714 100.329   |9.82     |~              |    ~     ~    
4565|TYC 2610-2233-1                                                       |Star                           |17 33 12.6317222952 +32 56 54.082174236|057.1671960810156 +29.8678741145205|   -2.864 3.356   |10.73    |~              |    ~     ~    
4566|TYC 2613-227-1                                                        |Star                           |17 30 42.6364213992 +34 53 30.666049116|059.2061745826318 +30.8428871277238|   3.328 -1.112   |10.87    |~              |    ~     ~    
4567|TYC 2613-1317-1                                                       |Star                           |17 31 30.9723252984 +34 05 19.832028360|058.3444066207378 +30.4922522431920|   -5.462 9.034   |10.80    |~              |    ~     ~    
4568|TYC 2614-126-1                                                        |Star                           |17 34 53.5903377960 +34 05 46.769707248|058.5497413956629 +29.8159879773203| -0.962 -10.449   |10.87    |~              |    ~     ~    
4569|2MASS J17344040+3424109                                               |Long-Period Variable           |17 34 40.4065783560 +34 24 10.969097112|058.8798534164172 +29.9351733303218|  -2.858 -7.053   |10.86    |~              |    ~     ~    
4570|TYC 2614-1151-1                                                       |Star                           |17 40 08.8238061408 +35 26 19.421257056|060.3484823862538 +29.0995798535072|  -25.019 8.897   |10.03    |~              |    ~     ~    
4571|HD 161299B                                                            |Star                           |17 43 22.7875504735 +33 56 41.357753534|058.8954239988872 +28.0771120412197| -11.115 -7.875   |9.06     |~              |    ~     ~    
4572|TYC 3087-1142-1                                                       |Star                           |17 31 07.9500371544 +38 25 58.845474408|063.2709922264629 +31.5171979628463| -0.351 -13.124   |10.78    |~              |    ~     ~    
4573|TYC 3087-1975-1                                                       |Star                           |17 39 44.2890960024 +37 31 53.979820860|062.6615206759619 +29.6699029641088|    1.161 1.916   |10.98    |~              |    ~     ~    
4574|TYC 3087-2111-1                                                       |Star                           |17 38 04.2572217528 +37 45 56.679503760|062.8405726094208 +30.0435162108730|   -8.495 8.178   |10.89    |~              |    ~     ~    
4575|TYC 3088-968-1                                                        |Star                           |17 42 31.3688763288 +37 39 44.216385192|062.9510127004071 +29.1622415342028|  -26.344 6.197   |10.09    |~              |    ~     ~    
4576|TYC 3091-218-1                                                        |Star                           |17 34 59.9084875992 +39 29 38.791406904|064.6599256287809 +30.9873251198268|  -5.867 -3.179   |10.98    |~              |    ~     ~    
4577|TYC 3091-1026-1                                                       |Spectroscopic Binary           |17 39 59.2203127272 +40 45 24.748516260|066.3146746969350 +30.2966847423036|  9.971 -66.303   |10.94    |~              |    ~     ~    
